movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Fun with Dick and Jane ,USA,English,Comedy|Crime,Color,PG-13,animal abuse|ceo|heist|suburb|unemployment,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman
Exodus: Gods and Kings ,UK,English,Action|Adventure|Drama,Color,PG-13,egypt|exodus|moses|pharaoh|plague,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn
The BFG ,UK,English,Adventure|Family|Fantasy,Color,PG,cannibal|evil brother|giant|london england|queen,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall
Gods of Egypt ,USA,English,Action|Adventure|Fantasy,Color,PG-13,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown
Spider-Man ,USA,English,Action|Adventure|Fantasy|Romance,Color,PG-13,evil|goblin|spider|spider man|superhero,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst
Watchmen ,USA,English,Action|Drama|Mystery|Sci-Fi,Color,R,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie
Stealth ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,PG-13,artificial intelligence|box office flop|fighter jet|navy|pilot,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh
The Incredible Hulk ,USA,English,Action|Adventure|Sci-Fi,Color,PG-13,antidote|cure|hulk|marvel cinematic universe|opening action scene,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt
Hulk ,USA,English,Action|Sci-Fi,Color,PG-13,1980s|c 130 hercules|monster|panzer|san francisco california,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston
Final Fantasy: The Spirits Within ,USA,English,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Color,PG-13,general|military|scientist|soldier|year 2065,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons
The Croods ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,PG,cave|caveman|journey|strict father|survival,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage
The Revenant ,USA,English,Adventure|Drama|Thriller|Western,Color,R,bear attack|cauterizing a wound|native american|revenge|survival,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas
The World Is Not Enough ,UK,English,Action|Adventure|Thriller,Color,PG-13,british|oil|scientist|terrorist|tycoon,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn
Rango ,USA,English,Adventure|Animation|Comedy|Family|Western,Color,PG,chameleon|lizard|sheriff|water|western town,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root
Master and Commander: The Far Side of the World ,USA,English,Action|Adventure|Drama|History|War,Color,PG-13,1800s|napoleonic wars|pursuit|royal navy|ship,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall
Turbo ,USA,English,Adventure|Animation|Comedy|Family|Sport,Color,PG,accident|freak accident|race|snail|underdog,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz
Teenage Mutant Ninja Turtles: Out of the Shadows ,USA,English,Action|Adventure|Comedy|Sci-Fi,Color,PG-13,based on comic book|brother brother relationship|rat|sequel|turtle,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett
Happy Feet 2 ,Australia,English,Animation|Comedy|Family|Musical,Color,PG,3d|antarctica|krill|penguin|sequel,George Miller,Robin Williams,Brad Pitt,Common
Miami Vice             ,USA,English,Action|Crime|Drama|Mystery|Thriller,Color,TV-14,cult tv|detective|drugs|police|undercover,Steven Spielberg,Don Johnson,Philip Michael Thomas,John Diehl
War of the Worlds ,USA,English,Adventure|Sci-Fi|Thriller,Color,PG-13,alien|fight|storm|survival|tripod,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez
Penguins of Madagascar ,USA,English,Adventure|Animation|Comedy|Family,Color,PG,little girl|park|spy|statue of liberty|television van,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter
The Hunger Games: Catching Fire ,USA,English,Adventure|Sci-Fi|Thriller,Color,PG-13,president|snow|television|tour|uprising,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty
Harry Potter and the Prisoner of Azkaban ,UK,English,Adventure|Family|Fantasy|Mystery,Color,PG,magic|muggle|serial killer|traitor|wizard,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint
The Bourne Ultimatum ,USA,English,Action|Mystery|Thriller,Color,PG-13,action hero|cia|dark past|flashback|memory,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney
Kung Fu Panda ,USA,English,Action|Adventure|Animation|Comedy|Family,Color,PG,kung fu|kung fu master|master|panda|snow leopard,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler
Ant-Man ,USA,English,Action|Adventure|Comedy|Sci-Fi,Color,PG-13,ant|chinatown san francisco|heist|sabotage|vault,Peyton Reed,Judy Greer,Hayley Atwell,T.I.
Puss in Boots ,USA,English,Action|Adventure|Animation|Comedy|Family|Fantasy,Color,PG,betrayal|egg|friend|goose|hero,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris
Megamind ,USA,English,Action|Animation|Comedy|Family|Sci-Fi,Color,PG,battle|city|planet|prison|superhero,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell
Bad Boys II ,USA,English,Action|Comedy|Crime|Thriller,Color,R,cuba|dea|drugs|money|undercover,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà
Rio 2 ,USA,English,Adventure|Animation|Comedy|Family|Musical,Color,G,amazon|bird|father in law|jungle|no opening credits,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia
Salt ,USA,English,Action|Crime|Mystery|Thriller,Color,PG-13,cia|on the run|russian|russian spy|strong female lead,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl
The Adventures of Tintin ,USA,English,Action|Adventure|Family|Mystery,Color,PG,captain|morocco|ship|tintin|treasure,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran
After Earth ,USA,English,Action|Adventure|Sci-Fi,Color,PG-13,box office flop|father son team|fear|race against time|real life father and son playing father and son,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower
Australia ,Australia,English,Adventure|Drama|Romance|War,Color,PG-13,australia|cattle|darwin|drover|japanese,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo
R.I.P.D. ,USA,English,Action|Comedy|Fantasy,Color,PG-13,drug dealer|gold|partner|police|undead,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak
Dinosaur ,USA,English,Adventure|Animation|Family|Thriller,Color,PG,egg|iguanodon|lemur|meteor|nesting grounds,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese
Night at the Museum: Secret of the Tomb ,USA,English,Adventure|Comedy|Family|Fantasy,Color,PG,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
Harry Potter and the Deathly Hallows: Part II ,UK,English,Action|Fantasy,Color,R,based on novel,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson
The Hunger Games: Mockingjay - Part 1 ,USA,English,Adventure|Sci-Fi|Thriller,Color,PG-13,based on young adult novel|manipulation|rebellion|symbol|uprising,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson
Harry Potter and the Sorcerer's Stone ,UK,English,Adventure|Family|Fantasy,Color,PG,based on novel|birthday|evil wizard|quidditch|wizard,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer
Pirates of the Caribbean: The Curse of the Black Pearl ,USA,English,Action|Adventure|Fantasy,Color,PG-13,caribbean|curse|governor|pirate|undead,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport
Harry Potter and the Deathly Hallows: Part I ,UK,English,Fantasy,Color,R,based on novel,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch
The Da Vinci Code ,USA,English,Mystery|Thriller,Color,PG-13,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow
Fast Five ,USA,English,Action|Crime|Thriller,Color,PG-13,drug lord|drugs|federal agent|heist|police,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson
Sherlock Holmes: A Game of Shadows ,USA,English,Action|Adventure|Crime|Mystery|Thriller,Color,PG-13,factory|gypsy|investigation|sherlock holmes|train,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson
The Day After Tomorrow ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,PG-13,climate|end of the world|global warming|natural disaster|weather,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward
Prometheus ,USA,English,Adventure|Mystery|Sci-Fi,Color,R,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris
The Bourne Legacy ,USA,English,Action|Adventure|Thriller,Color,PG-13,assassin|cia|drone|pill|wolf,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach
Batman & Robin ,USA,English,Action,Color,PG-13,butler|critically bashed|cure|freeze|gotham,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover
The 13th Warrior ,USA,English,Action|Adventure|History,Color,R,arab|battle|combat|viking|warrior,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell
How the Grinch Stole Christmas ,USA,English,Comedy|Family|Fantasy,Color,PG,box office hit|christmas|materialism|public humiliation|snowflake,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon
The Perfect Storm ,USA,English,Action|Adventure|Drama|Thriller,Color,PG-13,death|fish|fishing|sea|storm,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton
Fantastic 4: Rise of the Silver Surfer ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,PG,fantastic four|space|strong female character|strong female lead|superheroine,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher
Life of Pi ,USA,English,Adventure|Drama|Fantasy,Color,PG,animal|faith|india|journey|tiger,Ang Lee,Suraj Sharma,Rafe Spall,Tabu
Ghost Rider ,USA,English,Action|Fantasy|Thriller,Color,PG-13,blackheart|devil|father|ghost|mephistopheles,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda
Jason Bourne ,UK,English,Action|Thriller,Color,PG-13,black ops|chase|cia|cia agent|repeated scene,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh
Charlie's Angels: Full Throttle ,USA,English,Action|Adventure|Comedy|Crime,Color,PG-13,fbi|murder|ring|witness protection|witness protection program,McG,Demi Moore,Bernie Mac,Justin Theroux
Elysium ,USA,English,Action|Drama|Sci-Fi|Thriller,Color,R,christ figure|class differences|messiah|saviour|social commentary,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga
Oblivion ,USA,English,Action|Adventure|Mystery|Sci-Fi,Color,PG-13,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell
Stuart Little 2 ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,PG,anthropomorphic mouse|falcon|marshmallow|second part|soccer,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith
The Chronicles of Riddick ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,PG-13,bounty hunter|escape|necromonger|planet|warrior,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox
Speed Racer ,USA,English,Action|Family|Sport,Color,PG,based on anime|based on cartoon|gadget car|racer|speed,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia
How Do You Know ,USA,English,Comedy|Drama|Romance,Color,PG-13,embarrassment|falling in love|love|love triangle|revelation,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris
Knight and Day ,USA,English,Action|Comedy|Romance,Color,PG-13,chase|fbi|garage|spy|surveillance,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà
Star Wars: Episode I - The Phantom Menace ,USA,English,Action|Adventure|Fantasy|Sci-Fi,Color,PG,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid
Star Wars: Episode III - Revenge of the Sith ,USA,English,Action|Adventure|Fantasy|Sci-Fi,Color,PG-13,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
Star Wars: Episode II - Attack of the Clones ,USA,English,Action|Adventure|Fantasy|Sci-Fi,Color,PG,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen
"Monsters, Inc. ",USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,G,friend|little girl|monster|rival|scream,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn
The Wolverine ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,PG-13,healing power|marvel comics|mecha|regeneration|self healing,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima
Dante's Peak ,USA,English,Action|Adventure|Thriller,Color,PG-13,ash|escape|lava|mayor|volcano,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma
The Huntsman: Winter's War ,USA,English,Action|Adventure|Drama|Fantasy,Color,PG-13,based on fairy tale|dark fantasy|fairy tale|second part|sequel,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron
Windtalkers ,USA,English,Action|Drama|War,Color,R,code|duty|steel helmet|u.s. marine|u.s. soldier,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich
Asterix at the Olympic Games ,France,French,Adventure|Comedy|Family|Fantasy,Color,R,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler
Gulliver's Travels ,USA,English,Adventure|Comedy|Family|Fantasy,Color,PG,bermuda triangle|box office hit|shipwrecked|travel|travel writer,Rob Letterman,James Corden,Catherine Tate,Olly Alexander
Gravity ,UK,English,Adventure|Drama|Sci-Fi|Thriller,Color,PG-13,box office hit|long take|sole survivor|space|space station,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren
Night at the Museum ,USA,English,Action|Adventure|Comedy|Family|Fantasy,Color,PG,chaos|museum|museum of natural history|night watchman|watchman,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
Mr. & Mrs. Smith ,USA,English,Action|Comedy|Crime|Romance|Thriller,Color,PG-13,assassin|marriage|secret agent|suburb|target,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March
San Andreas ,USA,English,Action|Adventure|Drama|Thriller,Color,PG-13,disaster movie|earthquake|journey|natural disaster|san andreas fault,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi
The Smurfs ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,PG,blue|new york|new york city|no opening credits|smurf,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley
Live Free or Die Hard ,USA,English,Action|Adventure|Thriller,Color,PG-13,fbi|hacker|independence day|police|terrorist,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli
Ocean's Twelve ,USA,English,Crime|Thriller,Color,PG-13,father daughter relationship|heist|pretending to be pregnant|sequel|thief,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden
Tomorrow Never Dies ,UK,English,Action|Adventure|Thriller,Color,PG-13,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker
The Patriot ,USA,English,Action|Drama|History|War,Color,R,american revolution|british|french|hero|standoff,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson
300: Rise of an Empire ,USA,English,Action|Drama|Fantasy|War,Color,R,army|commander|female rear nudity|greek|navy,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah
The Aviator ,USA,English,Biography|Drama, Black and White,PG-13,1920s|aviation|fight|spruce goose|test flight,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy
The Green Hornet ,USA,English,Action|Comedy|Crime|Sci-Fi|Thriller,Color,PG-13,heir|kung fu|party|playboy|superhero,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman
Real Steel ,USA,English,Action|Drama|Sci-Fi|Sport,Color,PG-13,arena|boxing|boxing movie|robot|robot battle,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda
The Smurfs 2 ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,PG,based on cartoon|box office hit|no opening credits|sequel|smurf,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
The Taking of Pelham 1 2 3 ,USA,English,Action|Crime|Thriller,Color,R,hijack|hostage|ransom|subway|train,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli
Ender's Game ,USA,English,Action|Sci-Fi,Color,PG-13,alien|future|manipulation|simulation|training,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight
Home on the Range ,USA,English,Animation|Comedy|Family|Music|Western,Color,PG,cattle|cow|dairy farm|farm|rustler,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey
Speed 2: Cruise Control ,USA,English,Action|Crime|Romance|Thriller,Color,PG-13,collision course|computer|cruise|diamonds|ship run aground,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles
The Lord of the Rings: The Fellowship of the Ring ,New Zealand,English,Action|Adventure|Drama|Fantasy,Color,PG-13,elf|hobbit|middle earth|quest|ring,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
The Cat in the Hat ,USA,English,Adventure|Comedy|Family|Fantasy,Color,PG,based on cult comic book|cat|home alone|imagination|talking cat,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin
Ali ,USA,English,Biography|Drama|Sport, Black and White,R,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton
The Martian ,USA,English,Adventure|Drama|Sci-Fi,Color,PG-13,astronaut|international cooperation|left for dead|nasa|space habitat,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong
"I, Robot ",USA,English,Action|Mystery|Sci-Fi|Thriller,Color,PG-13,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride
Stuart Little ,Germany,English,Adventure|Comedy|Family|Fantasy,Color,PG,box office hit|cat|first part|mouse|orphanage,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones
The Princess and the Frog ,USA,English,Animation|Family|Fantasy|Musical|Romance,Color,G,amphibian|dream|frog|frog prince|waitress,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose
"10,000 B.C.             ",USA,English,Comedy,Color,R,based on novel,Christopher Barnard,Mathew Buck,Morgan Freeman,Steve Coogan
Town & Country ,New Line,English,Comedy|Romance,Color,R,anniversary|architect|cellist|friend|hardware store,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling
Gone in Sixty Seconds ,USA,English,Action|Crime|Thriller,Color,PG-13,auto theft|brother|car|theft|thief,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
Gladiator ,USA,English,Action|Drama|Romance,Color,R,battlefield|blood|combat|gladiator|roman empire,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed
Public Enemies ,USA,English,Biography|Crime|Drama|History|Romance,Color,R,1930s|bank|celebrity criminal|fbi|public enemy number one,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham
